Rk,Age,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
417,29,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
418,34,40,149,127,22,31,5,0,1,9,17,0,25,3,1,0,4,0,0,0.244,0.347,0.307,0.654,*2
419,32,23,5,4,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0.2,0,0.2,*1
420,37,21,42,35,2,6,1,0,0,0,1,0,13,0,6,0,1,0,0,0.171,0.194,0.2,0.394,*1
421,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
422,32,87,336,318,37,72,9,0,7,30,13,0,65,0,2,3,9,0,0,0.226,0.254,0.321,0.575,*6
423,34,25,47,35,3,5,1,0,0,4,3,0,12,0,9,0,1,0,0,0.143,0.211,0.171,0.382,*1/H
424,22,110,467,378,79,124,25,1,30,73,84,11,96,3,0,2,10,5,4,0.328,0.452,0.638,1.089,*9/8D
425,29,19,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
426,30,47,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
427,27,75,326,305,39,85,20,0,4,22,11,1,48,5,3,2,3,9,4,0.279,0.313,0.384,0.696,*549/7H
428,29,3,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,/*1
429,33,35,57,54,3,12,1,0,2,9,1,1,19,1,0,1,5,0,0,0.222,0.246,0.352,0.597,*H/39D
430,26,23,53,52,1,7,2,0,1,7,0,0,23,0,1,0,2,0,0,0.135,0.135,0.231,0.365,*1
431,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
432,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
433,31,14,36,32,4,5,0,0,3,6,3,0,7,0,1,0,0,0,0,0.156,0.229,0.438,0.666,*2
434,31,112,468,424,57,114,20,1,9,48,34,0,91,6,0,4,14,0,2,0.269,0.329,0.384,0.713,*5/H3
435,24,10,6,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,*1
436,24,6,18,17,3,6,1,0,1,3,0,0,3,0,0,0,0,0,0,0.353,0.353,0.588,0.941,/*8H
437,26,115,447,421,52,120,15,5,5,46,20,4,73,2,0,4,16,6,2,0.285,0.318,0.38,0.698,*6
438,22,34,91,82,6,15,1,0,2,8,4,0,25,1,2,2,0,0,0,0.183,0.225,0.268,0.493,*2/H
439,30,17,34,26,5,4,1,0,0,0,8,0,9,0,0,0,1,0,0,0.154,0.353,0.192,0.545,/*79H8
440,28,25,44,37,3,8,0,0,0,7,1,0,13,2,3,1,0,0,0,0.216,0.268,0.216,0.485,*1/H
441,25,23,48,45,2,3,1,0,0,1,1,0,20,0,2,0,2,0,0,0.067,0.087,0.089,0.176,*1
442,26,39,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,,,*1
443,25,102,343,303,46,85,16,3,1,27,33,1,60,2,4,1,4,18,4,0.281,0.354,0.363,0.717,*4H6/5
444,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
445,23,60,165,150,22,45,10,2,6,18,11,0,35,2,0,2,3,0,2,0.3,0.352,0.513,0.865,46H7/89
446,29,24,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
447,27,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/*7*H9
448,21,11,27,23,3,3,1,0,0,1,3,0,13,0,1,0,0,0,0,0.13,0.231,0.174,0.405,/*2HD
449,34,20,3,2,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.333,0,0.333,*1
450,21,25,93,82,5,16,2,1,2,4,9,1,22,2,0,0,2,2,0,0.195,0.29,0.317,0.607,*4
451,30,55,159,147,14,33,7,0,5,20,10,0,39,0,0,2,1,1,1,0.224,0.27,0.374,0.645,54H/97
452,30,61,119,113,12,27,4,1,1,13,2,1,17,0,4,0,2,3,0,0.239,0.252,0.319,0.571,*H45
453,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
454,23,105,373,351,44,101,24,3,6,32,13,0,86,3,5,1,5,13,5,0.288,0.318,0.425,0.742,*8H
455,27,29,82,74,12,12,4,1,2,10,6,0,25,1,1,0,1,0,0,0.162,0.235,0.324,0.559,*2/H93D
456,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
457,27,24,50,44,1,10,2,0,0,3,0,0,14,0,6,0,1,0,0,0.227,0.227,0.273,0.5,*1
458,25,114,447,407,57,117,24,2,11,43,34,4,72,2,0,3,11,18,2,0.287,0.343,0.437,0.78,*9/H8
459,25,67,260,239,33,66,7,2,8,25,18,2,41,1,0,2,5,9,3,0.276,0.327,0.423,0.75,*8/9
460,33,90,268,237,24,54,11,0,5,29,25,0,39,1,0,5,7,6,1,0.228,0.299,0.338,0.636,5H4/D
461,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
462,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
463,25,8,16,15,1,4,0,0,0,1,1,0,3,0,0,0,0,0,0,0.267,0.313,0.267,0.579,/*97H
464,27,16,48,48,1,13,3,0,1,12,0,0,10,0,0,0,0,0,0,0.271,0.271,0.396,0.667,*2/H3
465,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
466,35,63,254,207,23,60,13,1,4,31,39,5,44,5,0,3,9,2,1,0.29,0.409,0.42,0.83,*7/DH
467,23,4,10,6,2,1,0,0,0,0,2,0,3,1,1,0,0,0,0,0.167,0.444,0.167,0.611,/*1
468,27,97,387,343,42,98,21,5,2,34,38,0,74,2,3,1,5,6,1,0.286,0.359,0.394,0.753,4597/63H8
469,26,9,21,20,2,2,0,0,0,0,1,0,9,0,0,0,0,0,0,0.1,0.143,0.1,0.243,/879
470,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
471,25,114,479,432,73,138,25,4,14,71,42,4,76,2,1,2,12,5,2,0.319,0.381,0.493,0.874,*3/H9D
472,35,107,425,395,42,93,24,1,19,65,22,2,119,5,0,2,8,0,0,0.235,0.283,0.446,0.729,*3/HD
473,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
474,28,46,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
475,39,17,35,32,2,5,2,0,0,0,1,0,9,0,2,0,0,0,0,0.156,0.182,0.219,0.401,*1
476,30,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
477,29,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
478,29,23,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
479,31,87,333,314,41,95,17,4,9,40,17,0,64,1,0,1,6,5,6,0.303,0.339,0.468,0.807,*2/H
480,28,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
481,39,104,426,391,52,93,16,0,18,60,28,1,77,3,0,4,10,2,4,0.238,0.291,0.417,0.708,*9D/H
482,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1/H
483,32,76,266,228,23,41,7,0,8,29,36,1,70,0,0,2,9,0,0,0.18,0.289,0.316,0.605,*2/H3D
484,25,104,395,364,37,110,16,3,2,21,20,1,40,5,3,3,9,10,7,0.302,0.344,0.379,0.724,*6/H
485,25,12,19,18,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,*1
486,24,92,390,367,52,108,19,3,3,30,14,0,45,4,2,3,6,12,7,0.294,0.325,0.387,0.712,*978/H
487,33,109,407,393,36,85,21,4,1,33,9,0,65,0,1,4,7,2,2,0.216,0.232,0.298,0.529,*4
488,31,37,65,58,6,12,3,0,1,8,7,0,20,0,0,0,1,0,0,0.207,0.292,0.31,0.603,*H3/7
489,34,11,3,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,*1
490,28,95,402,374,39,97,17,2,7,33,23,0,95,1,3,1,4,15,9,0.259,0.303,0.372,0.675,*8/H
491,31,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
492,27,2,4,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.333,0,0.333,/*5
493,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
494,27,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
495,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
496,31,34,102,87,9,30,10,0,1,13,13,0,16,0,0,2,1,1,1,0.345,0.422,0.494,0.916,*DH/79
497,30,57,191,166,19,37,2,1,1,10,15,5,26,7,1,2,4,0,2,0.223,0.311,0.265,0.576,*87H/9
498,27,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
499,28,22,87,78,8,20,1,1,0,3,7,0,13,1,0,1,2,5,2,0.256,0.322,0.295,0.617,*78/D
500,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
501,27,16,17,16,1,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0.063,0.118,0.063,0.18,*H/54D
502,31,23,5,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.4,*1
503,30,62,183,174,15,45,10,0,2,11,7,0,52,1,0,1,5,2,1,0.259,0.29,0.351,0.64,35H/D
504,35,12,21,19,1,3,0,0,0,2,2,0,4,0,0,0,1,0,0,0.158,0.238,0.158,0.396,/*H*3
505,32,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
506,33,78,249,231,25,60,9,0,11,39,16,1,56,0,0,1,5,1,1,0.26,0.306,0.442,0.748,73H54/9D
507,24,27,83,74,8,20,2,0,0,3,5,0,17,2,1,0,0,3,2,0.27,0.333,0.297,0.631,*4/H
508,38,12,19,18,0,4,1,0,0,2,0,0,5,1,0,0,1,0,0,0.222,0.263,0.278,0.541,/*H79
509,29,106,453,424,62,120,21,3,22,63,20,3,69,6,0,3,16,3,1,0.283,0.322,0.502,0.825,*8/D
510,34,57,152,144,12,31,4,1,5,17,8,0,37,0,0,0,1,0,0,0.215,0.257,0.361,0.618,93H/7D1
511,26,8,14,12,0,0,0,0,0,0,2,0,6,0,0,0,0,1,0,0,0.143,0,0.143,/*9H87
512,26,4,6,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,/*1
513,29,76,272,243,34,62,14,1,11,43,23,2,53,2,2,1,7,0,0,0.255,0.323,0.457,0.78,*2/HD
514,30,86,278,242,17,43,12,1,5,21,29,1,64,4,1,2,4,0,3,0.178,0.274,0.298,0.572,*7DH/9
515,25,13,29,23,2,8,1,0,0,0,1,0,5,0,5,0,0,0,0,0.348,0.375,0.391,0.766,*1
516,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
517,28,99,364,326,43,93,19,2,9,40,22,0,72,15,0,1,6,5,4,0.285,0.357,0.439,0.796,*56H
518,27,23,5,4,1,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0.25,0.25,1,1.25,*1
519,34,14,20,18,2,3,2,0,0,1,2,0,2,0,0,0,1,0,1,0.167,0.25,0.278,0.528,*4/H
520,31,23,4,4,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0.25,0.5,*1
521,22,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
522,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
523,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*3*H*5
524,27,19,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,*1
525,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
526,30,118,495,453,58,120,23,3,14,69,30,0,114,5,0,7,11,9,1,0.265,0.313,0.422,0.735,*9/DH
527,31,105,450,419,57,124,20,2,9,49,27,1,76,2,1,1,14,6,2,0.296,0.341,0.418,0.758,*4/H
528,30,21,40,36,3,5,2,0,0,1,1,0,15,0,3,0,1,0,0,0.139,0.162,0.194,0.357,*1
529,30,22,35,32,3,4,3,0,0,0,0,0,15,0,3,0,1,0,0,0.125,0.125,0.219,0.344,*1
530,27,23,61,54,2,7,2,0,0,2,2,0,18,1,4,0,2,0,0,0.13,0.175,0.167,0.342,*1
531,27,24,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.333,0.333,0.333,0.667,*1
532,25,113,398,377,45,94,21,11,5,27,16,0,73,2,2,1,4,13,2,0.249,0.283,0.403,0.686,*8H/9
533,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
534,33,116,509,466,73,138,29,5,6,53,39,0,67,2,0,2,12,8,5,0.296,0.352,0.418,0.77,*4
535,30,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
536,28,101,468,405,66,132,31,6,6,39,47,4,69,8,2,6,2,11,7,0.326,0.401,0.477,0.878,*4/D
537,29,25,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
538,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
539,29,23,44,35,0,1,0,0,0,1,1,0,20,0,8,0,1,0,0,0.029,0.056,0.029,0.084,*1
540,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
541,30,55,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,*1
542,27,50,90,81,13,13,0,0,0,2,7,2,19,1,1,0,0,2,0,0.16,0.236,0.16,0.396,H645/37D
543,35,4,5,4,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,/*2
544,27,27,81,78,3,11,3,0,2,8,3,0,31,0,0,0,0,0,0,0.141,0.173,0.256,0.429,*3/D7H
545,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
546,24,16,38,35,6,7,0,0,0,1,3,0,15,0,0,0,2,0,0,0.2,0.263,0.2,0.463,*5/H7
547,26,2,6,6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.167,0.167,0.167,0.333,/*4*5
548,36,24,50,44,0,5,2,0,0,2,3,0,19,0,3,0,1,0,0,0.114,0.17,0.159,0.329,*1
549,27,4,11,10,3,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0.2,0.273,0.4,0.673,/*4785
550,30,3,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,/*1
551,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
552,26,110,400,381,39,99,14,5,4,33,12,1,73,4,0,3,6,7,3,0.26,0.288,0.354,0.642,*8/H9
553,35,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*2
554,25,24,76,72,3,15,6,0,1,5,4,0,26,0,0,0,1,4,0,0.208,0.25,0.333,0.583,9/H78D
555,24,68,253,232,26,64,11,5,5,29,19,2,62,1,0,1,1,3,1,0.276,0.332,0.431,0.763,*5/H3
556,24,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,/*1
557,26,20,27,25,1,1,1,0,0,0,2,0,8,0,0,0,0,0,0,0.04,0.111,0.08,0.191,*H/97
558,35,108,415,366,33,76,17,0,10,37,43,0,119,4,0,2,7,0,0,0.208,0.296,0.336,0.632,*D3/H1
559,27,19,32,23,1,7,0,0,0,1,0,0,7,0,9,0,0,0,0,0.304,0.304,0.304,0.609,*1
560,27,23,77,68,5,14,5,0,1,5,9,1,16,0,0,0,2,0,0,0.206,0.299,0.324,0.622,*2/H
561,25,112,441,414,40,109,19,2,11,46,18,1,106,4,3,2,5,5,2,0.263,0.299,0.399,0.698,*54/H
562,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
563,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
564,23,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/*1
565,26,112,458,417,66,133,18,4,5,45,39,3,84,1,1,0,14,18,3,0.319,0.379,0.417,0.796,*4
566,26,33,102,89,7,16,1,0,0,3,7,1,20,1,5,0,4,0,0,0.18,0.247,0.191,0.438,*2/HD5
567,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
568,31,23,47,44,0,1,0,0,0,0,0,0,22,0,3,0,1,0,0,0.023,0.023,0.023,0.045,*1
569,28,35,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
570,31,16,25,21,0,3,1,0,0,0,2,0,10,0,2,0,1,0,0,0.143,0.217,0.19,0.408,*1/H
571,31,110,431,380,49,106,23,0,17,66,47,6,73,1,0,3,4,0,0,0.279,0.357,0.474,0.831,*3/HD
572,21,55,248,220,25,64,9,0,5,24,14,0,40,0,9,5,9,3,2,0.291,0.326,0.4,0.726,*6/HD
573,31,22,46,44,2,5,0,0,1,6,0,0,20,0,2,0,0,0,0,0.114,0.114,0.182,0.295,*1
574,31,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*1
575,30,32,122,108,10,22,3,0,3,13,12,1,29,1,1,0,4,0,0,0.204,0.289,0.315,0.604,*2/H
576,27,23,39,33,0,3,1,0,0,2,2,0,14,0,4,0,1,0,0,0.091,0.143,0.121,0.264,*1
577,31,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,/*1
578,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
579,36,30,40,37,3,8,0,0,0,1,0,0,9,0,3,0,1,0,0,0.216,0.216,0.216,0.432,*1/H
580,28,3,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,/*7H
581,26,12,11,10,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0.091,0,0.091,*H
582,31,65,247,228,17,62,9,0,4,23,17,4,21,0,0,2,4,2,4,0.272,0.32,0.364,0.684,*3/HD
583,29,116,480,429,51,119,26,0,13,54,41,6,96,5,0,5,7,3,1,0.277,0.344,0.429,0.773,*5/DH
584,37,56,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
585,23,23,33,29,3,8,0,1,0,4,0,0,9,0,4,0,0,0,0,0.276,0.276,0.345,0.621,*1/H
586,29,76,139,129,14,26,1,1,4,12,5,0,34,2,3,0,0,2,4,0.202,0.243,0.318,0.56,*78H/9D
587,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
588,31,32,129,108,19,29,8,0,5,17,18,4,21,2,0,1,1,1,0,0.269,0.38,0.481,0.861,*65/HD
589,29,77,329,293,35,69,13,2,4,26,30,0,47,1,1,4,17,1,0,0.235,0.305,0.334,0.639,*2/3HD
590,24,11,19,19,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,*1/H
591,28,22,41,36,2,7,2,0,0,1,0,0,19,0,5,0,0,0,0,0.194,0.194,0.25,0.444,*1
592,27,7,13,12,3,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0.25,0.308,0.25,0.558,/*1
593,23,3,8,7,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0.143,0.25,0.143,0.393,/*6
594,22,117,512,458,75,137,24,1,25,62,47,1,78,2,2,3,14,15,5,0.299,0.365,0.52,0.884,*5
595,33,40,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
596,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
597,25,14,42,37,6,7,1,0,3,6,3,0,13,1,1,0,0,0,2,0.189,0.268,0.459,0.728,/*87H9D
598,28,53,170,152,15,29,2,0,3,12,16,3,44,0,1,1,3,0,1,0.191,0.266,0.263,0.529,*2/H3
599,26,59,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1/H
600,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
601,26,6,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1,/*1
602,24,94,276,256,30,58,11,4,5,21,11,0,78,2,4,3,2,15,5,0.227,0.261,0.359,0.62,*8/H97
603,31,116,502,450,48,133,26,1,2,42,49,5,64,2,0,1,14,2,0,0.296,0.367,0.371,0.738,*9/D
604,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
605,36,10,17,16,2,3,1,0,0,1,0,0,4,0,1,0,0,0,0,0.188,0.188,0.25,0.438,/*1H
606,24,6,7,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.143,0.143,0.143,0.286,/*4H6D
607,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
608,26,5,8,6,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0.333,0.5,0.333,0.833,/79HD
609,24,21,58,52,7,13,4,0,3,7,5,0,15,0,1,0,2,0,0,0.25,0.316,0.5,0.816,*3/HD5
610,21,15,61,52,6,14,3,0,0,3,9,0,10,0,0,0,1,1,1,0.269,0.377,0.327,0.704,/*648H
611,26,109,447,408,61,116,22,2,13,58,21,2,96,13,2,3,9,22,8,0.284,0.337,0.444,0.781,*78/H
612,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
613,25,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
614,27,94,309,287,26,63,12,0,5,25,16,1,68,2,3,1,5,14,5,0.22,0.265,0.314,0.578,*8/HD
615,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
616,32,99,393,345,60,85,19,2,15,51,37,0,79,7,0,4,14,4,4,0.246,0.328,0.443,0.772,*2/HD4
617,23,25,49,43,2,5,0,0,0,0,1,0,20,1,4,0,1,0,0,0.116,0.156,0.116,0.272,*1/H
618,27,115,477,434,70,124,21,1,30,76,38,6,132,4,0,1,7,2,1,0.286,0.348,0.546,0.894,*9/DH
619,24,21,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
620,36,85,354,321,30,78,15,0,9,51,22,6,41,7,0,4,15,0,0,0.243,0.302,0.374,0.676,*D/H3
621,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
622,30,18,3,3,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0.667,0.667,0.667,1.333,*1
623,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
624,32,21,69,61,4,8,1,0,0,4,6,1,14,0,0,2,2,0,0,0.131,0.203,0.148,0.35,*2
625,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
626,24,2,6,6,0,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0.5,0.5,0.667,1.167,/*1
627,24,6,9,8,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0.375,0.375,0.5,0.875,/*1H
628,32,116,480,432,49,115,21,2,8,51,43,11,78,1,0,4,17,1,1,0.266,0.331,0.38,0.711,*3D/H
629,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
630,31,91,259,236,26,51,8,2,7,26,19,0,70,2,1,1,4,2,1,0.216,0.279,0.356,0.635,*9H7/8
631,25,29,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
632,31,59,119,110,8,18,6,1,3,9,9,0,33,0,0,0,2,1,0,0.164,0.227,0.318,0.545,*H79/D
633,28,108,436,397,52,111,16,2,10,52,35,1,73,1,1,2,14,18,5,0.28,0.338,0.406,0.743,*8/H
634,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
635,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
636,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
637,30,5,10,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,/*H379
638,31,97,383,341,48,85,14,1,21,74,30,2,71,7,0,5,5,0,0,0.249,0.319,0.481,0.799,*2H/3D
639,25,81,293,275,23,76,16,3,5,26,13,0,60,1,3,1,13,0,0,0.276,0.31,0.411,0.721,*2/H
640,31,4,9,6,0,0,0,0,0,1,1,0,5,0,2,0,0,0,0,0,0.143,0,0.143,/*1
641,28,113,489,407,68,119,28,3,18,77,65,8,93,10,0,7,5,6,2,0.292,0.397,0.509,0.905,*8/DH
642,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
643,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
644,32,80,217,196,13,41,11,0,2,18,21,0,36,0,0,0,17,1,1,0.209,0.286,0.296,0.582,*5H3/D
645,33,14,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,*1
646,28,24,5,5,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.2,0.4,*1
647,30,57,151,126,20,26,7,3,4,17,22,0,41,2,0,1,2,2,2,0.206,0.331,0.405,0.736,*2H/D
648,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
649,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
650,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
651,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
652,30,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
653,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
654,28,80,298,273,21,66,14,0,2,19,17,7,48,2,4,2,6,3,1,0.242,0.289,0.315,0.604,*6/H
655,27,23,51,45,2,8,1,1,0,2,5,0,9,1,0,0,0,1,0,0.178,0.275,0.244,0.519,*H/2D
656,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
657,26,83,270,255,23,54,7,2,9,29,11,0,60,0,0,4,4,2,1,0.212,0.241,0.361,0.602,*5H/63
658,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
659,25,110,385,337,35,85,18,3,9,36,38,0,79,2,3,5,6,11,2,0.252,0.327,0.404,0.731,*6D/H74985
660,28,17,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,*1
661,24,24,51,41,1,3,2,0,0,0,3,0,21,0,7,0,0,0,0,0.073,0.136,0.122,0.258,*1
662,28,15,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,*1
663,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
